ID x y V Verr BV BVerr UB UBerr VR VRerr VI VIerr ra dec d_arcsec _r _x _y _p DR2Name RA_ICRS e_RA_ICRS DE_ICRS e_DE_ICRS SolID Source RandomI Epoch Plx e_Plx RPlx pmRA e_pmRA pmDE e_pmDE RADEcor RAPlxcor RApmRAcor RApmDEcor DEPlxcor DEpmRAcor DEpmDEcor PlxpmRAcor PlxpmDEcor pmRApmDEcor NAL NAC NgAL NbAL gofAL chi2AL epsi sepsi Solved APF WAL pscol e_pscol fvarpi MatchObsA Nper amax type MatchObs Dup o_Gmag FG e_FG RFG Gmag e_Gmag o_BPmag FBP e_FBP RFBP BPmag e_BPmag o_RPmag FRP e_FRP RFRP RPmag e_RPmag E_BR_RP_ Mode BP-RP BP-G G-RP RV e_RV o_RV Tefftemp loggtemp __Fe_H_temp Var GLON GLAT ELON ELAT fPriam Teff b_Teff B_Teff AG b_AG B_AG E_BP-RP_ b_E_BP-RP_ B_E_BP-RP_ fFLAME Rad b_Rad B_Rad Lum b_Lum B_Lum RAJ2000 e_RAJ2000 DEJ2000 e_DEJ2000
1 783.747 588.855 10.474 0.007 0.447 0.009 0.155 0.004 0.279 0.009 0.549 0.011 184.37108665709255 -55.15897813178453 0.7856 0.038849 0.018898 -0.033943 150.9 "Gaia DR2 6076002517555425024" 184.37072062200 0.0203 -55.15904052450 0.0203 1635721458409799680 6076002517555425024 49737951 2015.5 1.9145 0.0317 60.3926 -9.061 0.039 -9.899 0.035 0.3250 -0.3034 -0.4537 -0.2426 -0.0929 -0.1616 -0.4581 0.2726 0.3210 0.3628 451 451 437 14 10.6773 826.96 0.000 0 31 0 319.0613 1.6505 0.0047 0.038 51 19 0.032585 0 52 1 444 1.367e+06 318 4297.424 10.3493 0.0003 47 7.907e+05 385.5 2051.214 10.6063 0.0005 48 8.306e+05 496.6 1672.732 9.9634 0.0006 1.186 0 0.6429 0.2570 0.3859 -7.25 5.66 6 6500.0 4.5 0.0 NOT_AVAILABLE 298.05363836966 7.39077029683 212.75097720076 -47.36610465702 100001 6341.00 6288.00 6521.62 "" "" "" "" "" "" 200111 3.15 2.98 3.20 14.443 14.067 14.819 184.37078890700 0.6093 -55.15899790370 0.5392
2 751.516 1592.39 11.19 0.007 0.562 0.008 0.06 0.005 0.322 0.008 0.627 0.009 184.37429237783232 -55.07609928291085 0.2601 0.053232 0.020937 0.048942 23.2 "Gaia DR2 6076015746054818176" 184.37421303285 0.0208 -55.07615545350 0.0206 1635721458409799680 6076015746054818176 1637435226 2015.5 3.7729 0.0324 116.2792 23.327 0.040 -9.458 0.034 0.2823 -0.3073 -0.3477 -0.2275 -0.0735 -0.1157 -0.4664 0.1914 0.3525 0.2350 442 442 414 28 16.6361 1091.87 0.000 0 31 0 424.9663 1.6294 0.0049 -0.020 50 18 0.031083 0 55 0 425 7.369e+05 391.2 1883.817 11.0199 0.0006 44 4.046e+05 293.3 1379.637 11.3338 0.0008 41 4.73e+05 366.1 1292.014 10.5747 0.0008 1.191 0 0.7591 0.3139 0.4452 23.45 0.52 15 6250.0 4.5 0.0 NOT_AVAILABLE 298.04456269924 7.47318955722 212.68180012445 -47.29772525133 100001 5814.73 5703.60 5918.00 0.3125 0.2180 0.4168 0.1523 0.1025 0.2023 200111 1.41 1.36 1.46 2.040 2.012 2.067 184.37403759800 0.6249 -55.07611473110 0.5272
3 663.529 1990.61 11.27 0.009 0.877 0.012 0.414 0.007 0.485 0.012 0.947 0.018 184.38658665718276 -55.04326553780537 1.0513 0.086485 0.027763 0.081908 18.7 "Gaia DR2 6076016020932779520" 184.38609674749 0.2968 -55.04318503162 0.3178 1635721458409799680 6076016020932779520 164558349 2015.5 1.6608 0.3862 4.2997 -15.410 0.552 -3.313 0.562 0.0001 -0.1017 -0.2479 0.0102 0.0980 0.0539 -0.2113 0.2438 0.1848 0.0522 400 400 356 44 298.1827 215721.70 2.802 3.8e+03 31 0 0.1130 1.6588 0.1058 0.019 46 18 0.28748 0 53 0 363 7.673e+05 236.4 3245.384 10.9759 0.0003 48 3.622e+05 287 1262.091 11.4539 0.0009 48 5.776e+05 329.1 1755.098 10.3578 0.0006 1.225 0 1.0961 0.4780 0.6182 -27.86 0.61 16 5250.0 3.5 -0.2 NOT_AVAILABLE 298.04696541905 7.50677074878 212.66152506651 -47.26699757182 100001 5017.75 4913.25 5061.59 "" "" "" "" "" "" "" "" "" "" "" "" "" 184.38621254800 8.5633 -55.04317076740 8.7127
389 251.714 37.041 17.428 0.039 1.281 0.049 99.0 99.0 0.752 0.058 1.513 0.061 184.44972575952602 -55.20448121321397 2.5154 0.101352 0.063330 -0.079129 141.3 "Gaia DR2 6075998909782849152" 184.44861974336 0.0733 -55.20418141873 0.0969 1635721458409799680 6075998909782849152 959409684 2015.5 0.2221 0.1462 1.5191 -2.083 0.147 -0.471 0.172 0.5237 -0.4497 -0.1542 0.1555 -0.4809 0.0138 0.3055 0.2020 -0.1348 0.3941 300 0 300 0 2.1938 350.81 0.157 0.48 31 0 1.5872 1.5058 0.0162 0.028 34 15 0.17195 0 45 0 320 1927 2.562 752.389 17.4759 0.0014 35 1002 35.25 28.428 17.8491 0.0382 30 1980 66.25 29.895 16.5200 0.0363 1.547 0 1.3291 0.3732 0.9559 "" "" 0 "" "" "" NOT_AVAILABLE 298.10409820090 7.35188888520 212.84324677832 -47.37664856449 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 184.44863546000 2.2734 -55.20417938940 2.6633
5 699.954 1032.71 12.164 0.002 1.717 0.003 1.999 0.013 1.066 0.003 2.399 0.006 184.3824671807122 -55.12220446874018 0.5239 0.025663 0.025508 0.002815 83.7 "Gaia DR2 6076003651426848384" 184.38224871294 0.0337 -55.12227913750 0.0314 1635721458409799680 6076003651426848384 1577382564 2015.5 0.4774 0.0522 9.1392 -4.187 0.067 -1.904 0.054 0.3245 -0.1870 -0.3976 -0.1746 -0.0748 -0.1283 -0.2988 0.1862 0.2924 0.3344 445 445 422 23 32.9692 2275.54 0.192 19 31 1 22.7220 1.3485 0.0082 0.065 52 19 0.044914 0 56 0 445 7.096e+05 584.5 1214.045 11.0609 0.0009 49 1.515e+05 275.2 550.698 12.4000 0.0020 49 8.33e+05 820.7 1014.942 9.9604 0.0011 1.387 0 2.4397 1.3392 1.1005 2.92 0.27 12 4500.0 2.0 0.0 NOT_AVAILABLE 298.05531647400 7.42808042666 212.72709973383 -47.33244312031 100001 3637.11 3534.00 3878.23 "" "" "" "" "" "" 200111 40.83 35.91 43.24 262.788 223.710 301.867 184.38228024100 1.0340 -55.12227093790 0.8431
6 1160.02 955.636 12.499 0.002 1.04 0.004 0.866 0.006 0.571 0.004 1.067 0.006 184.31607681239126 -55.1289700186543 0.4103 0.012992 -0.012369 -0.003976 252.2 "Gaia DR2 6076003788865774336" 184.31600735858 0.0202 -55.12907686320 0.0216 1635721458409799680 6076003788865774336 1047916590 2015.5 1.0297 0.0327 31.4892 5.608 0.040 -3.681 0.036 0.2748 -0.2797 -0.4263 -0.2127 -0.0954 -0.1188 -0.4978 0.2294 0.3459 0.3010 405 405 402 3 2.1608 460.32 0.000 1.4e-15 31 0 336.1240 1.5175 0.0050 0.033 46 18 0.032155 0 50 0 407 2.495e+05 26.33 9473.635 12.1958 0.0001 48 1.087e+05 74.34 1461.960 12.7610 0.0007 47 2.002e+05 134 1493.997 11.5084 0.0007 1.238 0 1.2525 0.5652 0.6874 -14.63 0.54 11 5500.0 4.5 0.0 NOT_AVAILABLE 298.01836999114 7.41631230335 212.68765169916 -47.36012582745 100001 4836.76 4786.46 4943.14 "" "" "" "" "" "" 200111 4.65 4.45 4.75 10.671 10.143 11.198 184.31596512300 0.6182 -55.12906101260 0.5538
7 523.328 1589.17 12.526 0.005 0.318 0.007 0.287 0.005 0.199 0.007 0.39 0.008 184.40719454819964 -55.076149566660234 0.6145 0.062955 0.039651 0.048899 39.0 "Gaia DR2 6076004029384043520" 184.40690262121 0.0222 -55.07618425625 0.0200 1635721458409799680 6076004029384043520 284360780 2015.5 0.5468 0.0314 17.4070 -9.278 0.041 1.426 0.034 0.3841 -0.3876 -0.5118 -0.3044 -0.1131 -0.2296 -0.4426 0.2966 0.2983 0.3951 432 432 430 2 11.6522 862.20 0.000 0 31 0 270.3096 1.6858 0.0047 0.007 49 19 0.0342 0 52 0 445 2.03e+05 38.27 5303.317 12.4199 0.0002 47 1.261e+05 129.5 973.747 12.5996 0.0011 46 1.145e+05 85.48 1339.808 12.1146 0.0008 1.186 0 0.4850 0.1797 0.3053 "" "" 0 "" "" "" NOT_AVAILABLE 298.06327563089 7.47563494126 212.70420783850 -47.28680545451 100001 7259.00 7133.24 7545.00 "" "" "" "" "" "" 200111 3.26 3.01 3.37 26.523 24.119 28.928 184.40697240000 0.6318 -55.07619039480 0.5294
8 654.906 1176.15 12.937 0.003 0.527 0.004 0.062 0.004 0.323 0.004 0.615 0.004 184.38876284032077 -55.11032248976816 0.7705 0.032548 0.029040 0.014699 63.2 "Gaia DR2 6076003715834885120" 184.38840972185 0.0187 -55.11039326101 0.0183 1635721458409799680 6076003715834885120 82800394 2015.5 1.3170 0.0276 47.6583 -25.788 0.035 2.130 0.031 0.3637 -0.3508 -0.4914 -0.2934 -0.1076 -0.2207 -0.4764 0.2738 0.2948 0.3988 451 344 450 1 9.3232 784.14 0.000 0 31 1 189.7876 1.6233 0.0040 0.040 51 19 0.033137 0 53 0 426 1.45e+05 22.96 6316.596 12.7848 0.0002 51 8.172e+04 69.79 1170.989 13.0706 0.0009 52 9.266e+04 55.28 1676.392 12.3446 0.0006 1.202 0 0.7259 0.2858 0.4401 -19.75 5.68 9 6500.0 3.5 -1.5 NOT_AVAILABLE 298.05725328884 7.44032791816 212.72105474722 -47.32074265954 100001 6432.00 6200.50 6851.00 0.8043 0.3324 1.3225 0.3940 0.1224 0.5706 200111 1.45 1.28 1.56 3.236 3.115 3.356 184.38860383300 0.5368 -55.11040242990 0.4734
9 1769.91 881.103 13.004 0.004 0.601 0.006 0.12 0.007 0.37 0.006 0.707 0.008 184.228154656948 -55.13573524357711 0.5461 0.063628 -0.062732 -0.010641 260.4 "Gaia DR2 6076009595661523840" 184.22789941986 0.0186 -55.13569376875 0.0185 1635721458409799680 6076009595661523840 953017360 2015.5 0.9836 0.0268 36.6818 -20.980 0.035 -2.579 0.032 0.3564 -0.3049 -0.4846 -0.2464 -0.1619 -0.1833 -0.4392 0.2466 0.3180 0.3721 437 333 432 5 7.8035 697.12 0.000 1.5e-15 31 0 180.9915 1.6021 0.0042 0.079 50 19 0.033697 0 52 0 408 1.38e+05 19.18 7195.884 12.8384 0.0002 51 7.453e+04 74.23 1004.118 13.1705 0.0011 50 9.228e+04 48.31 1910.201 12.3491 0.0006 1.208 0 0.8214 0.3321 0.4893 "" "" 0 "" "" "" NOT_AVAILABLE 297.96892848553 7.40300492804 212.63309040749 -47.39499439093 100001 5841.00 5785.25 6000.00 "" "" "" "" "" "" 200111 2.31 2.19 2.36 5.614 5.340 5.888 184.22805744400 0.5474 -55.13568266610 0.4943
10 1046.76 1316.73 13.132 0.004 0.304 0.006 0.26 0.004 0.185 0.005 0.36 0.006 184.33202150277535 -55.09908907298503 0.3906 0.026179 -0.003314 0.025968 352.7 "Gaia DR2 6076003857585299584" 184.33184902591 0.0138 -55.09913416237 0.0133 1635721458409799680 6076003857585299584 878871178 2015.5 0.6840 0.0201 34.0129 -1.239 0.025 -1.799 0.022 0.3519 -0.3291 -0.4886 -0.2600 -0.1226 -0.1849 -0.4736 0.2679 0.3078 0.3738 416 17 413 3 4.3464 544.37 0.049 0.88 31 1 102.5081 1.6878 0.0030 0.030 47 19 0.035544 0 50 1 411 1.133e+05 27.78 4076.701 13.0532 0.0003 48 7.161e+04 77.64 922.271 13.2140 0.0012 45 6.301e+04 60.27 1045.394 12.7634 0.0010 1.189 0 0.4506 0.1608 0.2898 "" "" 0 "" "" "" NOT_AVAILABLE 298.02340328363 7.44719512410 212.67262439714 -47.33054572835 100001 7597.41 7274.41 7835.00 "" "" "" "" "" "" 200111 1.79 1.68 1.95 9.603 8.853 10.352 184.33185835100 0.3892 -55.09912641530 0.3401
