ID x y V Verr BV BVerr UB UBerr VR VRerr VI VIerr ra dec d_arcsec _r _x _y _p DR2Name RA_ICRS e_RA_ICRS DE_ICRS e_DE_ICRS SolID Source RandomI Epoch Plx e_Plx RPlx pmRA e_pmRA pmDE e_pmDE RADEcor RAPlxcor RApmRAcor RApmDEcor DEPlxcor DEpmRAcor DEpmDEcor PlxpmRAcor PlxpmDEcor pmRApmDEcor NAL NAC NgAL NbAL gofAL chi2AL epsi sepsi Solved APF WAL pscol e_pscol fvarpi MatchObsA Nper amax type MatchObs Dup o_Gmag FG e_FG RFG Gmag e_Gmag o_BPmag FBP e_FBP RFBP BPmag e_BPmag o_RPmag FRP e_FRP RFRP RPmag e_RPmag E_BR_RP_ Mode BP-RP BP-G G-RP RV e_RV o_RV Tefftemp loggtemp __Fe_H_temp Var GLON GLAT ELON ELAT fPriam Teff b_Teff B_Teff AG b_AG B_AG E_BP-RP_ b_E_BP-RP_ B_E_BP-RP_ fFLAME Rad b_Rad B_Rad Lum b_Lum B_Lum RAJ2000 e_RAJ2000 DEJ2000 e_DEJ2000
1 1677.45 1806.21 10.503 0.009 1.587 0.012 1.389 0.008 0.893 0.011 1.667 0.014 182.0052742318909 -60.617515823643764 0.3263 0.085495 -0.055355 0.065155 319.6 "Gaia DR2 6058602986584005376" 182.00509519949 0.0286 -60.61749344174 0.0263 1635721458409799680 6058602986584005376 325752835 2015.5 0.2345 0.0364 6.4487 -3.958 0.063 -0.178 0.051 0.1425 -0.2044 -0.3715 -0.1115 -0.0099 -0.0592 -0.3260 0.0241 0.2452 0.1432 261 261 256 5 15.2363 769.12 0.063 1.5 31 0 114.1092 1.4237 0.0073 -0.148 32 17 0.043211 0 35 0 281 2.114e+06 549.2 3849.556 9.8756 0.0003 32 6.614e+05 517.4 1278.360 10.8003 0.0008 32 2.099e+06 1169 1795.673 8.9569 0.0006 1.306 0 1.8434 0.9247 0.9187 "" "" 0 "" "" "" NOT_AVAILABLE 297.62794315170 1.80636022990 216.46434930900 -52.43216509749 100001 3959.84 3844.94 4091.89 0.5822 0.2809 1.9145 0.2295 0.1245 0.9155 200111 108.32 101.44 114.89 2598.981 1992.428 3205.533 182.00512993200 0.9716 -60.61749267570 0.7963
2 776.072 736.189 10.958 0.009 0.168 0.01 -0.199 0.004 0.161 0.012 0.306 0.009 182.15837337087473 -60.70522957393039 0.2253 0.029949 0.019792 -0.022477 138.6 "Gaia DR2 6058589994271521280" 182.15836816037 0.0368 -60.70516704033 0.0305 1635721458409799680 6058589994271521280 1123039570 2015.5 0.9972 0.0371 26.9112 -6.575 0.070 1.514 0.058 0.2500 -0.2012 -0.7025 -0.2292 -0.1411 -0.1752 -0.4890 0.1519 0.3216 0.3005 224 224 218 6 11.5281 549.28 0.000 1.9e-15 31 1 296.1396 1.7181 0.0072 -0.059 26 16 0.053655 0 30 1 260 8.39e+05 266.7 3145.780 10.8790 0.0003 25 5.559e+05 472 1177.870 10.9889 0.0009 28 4.293e+05 394.1 1089.375 10.6800 0.0010 1.174 1 0.3089 0.1099 0.1989 "" "" 0 "" "" "" NOT_AVAILABLE 297.71663460866 1.73241514572 216.65153983270 -52.44965921769 100002 8194.50 8045.33 8462.67 "" "" "" "" "" "" "" "" "" "" "" "" "" 182.15842602000 1.0872 -60.70517355980 0.8929
3 980.709 1320.05 11.359 0.006 1.153 0.008 0.692 0.004 0.668 0.008 1.234 0.009 182.122956725258 -60.65712639703623 0.0691 0.025708 0.002471 0.025589 5.5 "Gaia DR2 6058601783993194752" 182.12296110297 0.0261 -60.65710732664 0.0240 1635721458409799680 6058601783993194752 1209408070 2015.5 0.8299 0.0332 25.0216 -11.235 0.055 1.075 0.045 0.1293 -0.2043 -0.4099 -0.1266 -0.0274 -0.0749 -0.3404 0.1399 0.2832 0.1553 261 261 251 10 3.1846 322.82 0.000 0 31 1 369.3106 1.5000 0.0065 -0.138 30 17 0.03958 0 33 0 267 7.577e+05 315.8 2399.457 10.9896 0.0005 32 3.051e+05 269.6 1131.358 11.6404 0.0010 32 6.428e+05 473.3 1358.234 10.2417 0.0008 1.251 0 1.3987 0.6508 0.7479 -18.74 0.33 9 5500.0 4.5 0.0 NOT_AVAILABLE 297.69156552393 1.77694001480 216.57857484784 -52.42452550181 100001 4622.19 4513.20 4828.02 0.4430 0.2230 1.1664 0.1918 0.1040 0.5864 200111 11.38 10.43 11.94 53.287 49.986 56.588 182.12305981400 0.8496 -60.65711195640 0.7001
4 1645.62 163.641 11.424 0.013 0.322 0.015 -0.152 0.008 0.269 0.014 0.521 0.014 182.01260087501598 -60.75310059703933 0.3048 0.087309 -0.051534 -0.070478 216.2 "Gaia DR2 6058589448846086912" 182.01244051079 0.0238 -60.75313267842 0.0241 1635721458409799680 6058589448846086912 933935300 2015.5 0.4849 0.0319 15.1891 -5.561 0.046 -0.546 0.046 0.2037 -0.2059 -0.4434 -0.1338 -0.0225 -0.0841 -0.2973 0.2180 0.2317 0.2946 290 290 280 10 9.7902 573.34 0.000 0 31 0 398.7898 1.6698 0.0061 0.003 33 17 0.037668 0 37 0 296 5.738e+05 289.5 1982.383 11.2914 0.0005 33 3.519e+05 602.5 584.061 11.4853 0.0019 30 3.348e+05 277.9 1204.743 10.9499 0.0009 1.197 0 0.5354 0.1939 0.3416 "" "" 0 "" "" "" NOT_AVAILABLE 297.65423630363 1.67324282451 216.61420686938 -52.53257335963 100001 7114.00 6902.75 7290.00 1.3350 1.1673 1.6400 0.6770 0.5954 0.8020 200111 6.41 6.11 6.81 94.947 85.135 104.758 182.01248951600 0.7099 -60.75313032750 0.7204
5 2006.3 1521.5 11.443 0.011 0.134 0.012 -0.567 0.006 0.146 0.012 0.279 0.012 181.95037471877214 -60.64132872500161 0.5973 0.092086 -0.082271 0.041368 296.7 "Gaia DR2 6058601509115232000" 181.95011307151 0.0366 -60.64122350327 0.0296 1635721458409799680 6058601509115232000 554128111 2015.5 0.3650 0.0453 8.0513 -5.817 0.068 -0.134 0.058 0.1922 -0.3816 -0.4527 -0.1187 -0.1780 -0.0513 -0.3484 0.1418 0.2443 0.1582 243 243 236 7 16.4369 793.50 0.080 2.5 31 0 90.8889 1.7268 0.0083 -0.115 28 15 0.045975 0 34 0 253 5.572e+05 358.6 1554.063 11.3233 0.0007 28 3.812e+05 891.2 427.763 11.3984 0.0025 29 2.787e+05 288.6 965.804 11.1491 0.0011 1.184 1 0.2493 0.0751 0.1742 "" "" 0 "" "" "" NOT_AVAILABLE 297.60533842061 1.77843483613 216.45620944781 -52.46774165336 100002 9149.00 8889.00 9290.00 "" "" "" "" "" "" "" "" "" "" "" "" "" 181.95016415400 1.0584 -60.64122292510 0.8973
6 126.966 741.611 11.763 0.004 1.188 0.007 0.832 0.008 0.665 0.013 1.267 0.009 182.26784381975554 -60.7041770783783 0.2792 0.076480 0.073397 -0.021496 106.3 "Gaia DR2 6058589139608249856" 182.26791686607 0.0225 -60.70410825442 0.0216 1635721458409799680 6058589139608249856 302398035 2015.5 0.8374 0.0298 28.0847 -3.125 0.046 1.716 0.040 0.0929 -0.1120 -0.3980 -0.0554 0.0644 -0.0087 -0.3364 0.0895 0.2928 0.1195 332 332 311 21 12.1265 713.53 0.000 0 31 0 479.8792 1.5042 0.0051 -0.069 38 18 0.034367 0 39 0 313 5.301e+05 335.5 1579.917 11.3775 0.0007 34 2.096e+05 214.2 978.564 12.0480 0.0011 33 4.552e+05 301 1512.428 10.6165 0.0007 1.254 0 1.4315 0.6705 0.7610 9.38 1.14 5 5500.0 4.5 0.0 NOT_AVAILABLE 297.76935793864 1.74227714863 216.71707399189 -52.41391108640 100001 4532.73 4466.67 4597.81 0.4480 0.3519 0.5971 0.2090 0.1539 0.3015 200111 9.97 9.69 10.27 37.837 35.673 40.001 182.26794436600 0.7188 -60.70411564300 0.6229
7 1127.1 1091.13 11.79 0.003 1.663 0.005 1.397 0.007 0.943 0.005 1.741 0.006 182.09867163617218 -60.67619242079049 0.2372 0.011486 -0.009422 0.006568 304.9 "Gaia DR2 6058601715273698560" 182.09867941719 0.0318 -60.67612665316 0.0294 1635721458409799680 6058601715273698560 122193248 2015.5 0.2757 0.0392 7.0257 -6.237 0.067 0.426 0.055 0.1493 -0.2095 -0.4160 -0.1353 -0.0617 -0.0730 -0.4107 0.1086 0.3228 0.1523 260 260 242 18 15.4512 756.21 0.089 2.9 31 1 87.7304 1.4121 0.0087 -0.103 30 17 0.046045 0 37 0 287 6.668e+05 645.6 1032.792 11.1284 0.0011 33 2.011e+05 324 620.591 12.0930 0.0017 32 6.747e+05 587.5 1148.426 10.1891 0.0009 1.313 0 1.9039 0.9646 0.9392 -15.09 0.29 6 5000.0 3.0 0.0 NOT_AVAILABLE 297.68298964577 1.75620939205 216.58412220750 -52.44670199488 100001 3981.94 3852.92 4072.00 0.6558 0.2579 1.1340 0.3543 0.0785 0.5728 200111 50.80 48.57 54.26 584.431 462.120 706.743 182.09873424600 1.0442 -60.67612848930 0.8494
8 1112.42 1401.71 11.801 0.005 0.727 0.007 0.019 0.005 0.498 0.008 0.897 0.007 182.10068443211702 -60.650489336133326 0.4409 0.033184 -0.008470 0.032085 345.2 "Gaia DR2 6058601990151619072" 182.10063791221 0.0262 -60.65060967862 0.0246 1635721458409799680 6058601990151619072 624650192 2015.5 4.8799 0.0327 149.2844 -9.867 0.054 -31.558 0.048 0.1497 -0.1970 -0.4514 -0.1041 -0.0498 -0.0421 -0.3140 0.1116 0.2863 0.1992 248 248 246 2 3.8490 334.93 0.000 0 31 1 393.1354 1.5688 0.0069 -0.110 29 17 0.040219 0 32 0 254 4.44e+05 105.8 4196.373 11.5698 0.0003 30 2.205e+05 192 1148.068 11.9930 0.0009 28 3.212e+05 182.9 1756.508 10.9950 0.0006 1.220 1 0.9979 0.4231 0.5748 34.67 1.25 6 6500.0 4.5 0.0 NOT_AVAILABLE 297.67969249885 1.78153084336 216.55802363521 -52.42672982653 100002 5338.67 5308.96 5365.00 0.3635 0.2030 0.5721 0.1710 0.0953 0.2810 200111 1.02 1.01 1.04 0.767 0.759 0.775 182.10072459000 0.8362 -60.65047380420 0.7452
9 1969.23 475.273 11.861 0.005 1.277 0.008 1.005 0.008 0.725 0.011 1.337 0.023 181.95766914600358 -60.72762473072749 0.3640 0.090454 -0.078457 -0.045016 240.2 "Gaia DR2 6058600066006197760" 181.95746303240 0.0241 -60.72761663544 0.0250 1635721458409799680 6058600066006197760 1557313725 2015.5 1.2299 0.0328 37.4660 -7.046 0.051 1.968 0.047 0.1845 -0.1506 -0.4055 -0.1581 -0.0360 -0.1409 -0.3949 0.2816 0.1758 0.2490 279 279 259 20 9.9243 548.65 0.000 0 31 0 485.4407 1.4837 0.0063 0.002 32 16 0.039191 0 37 0 270 5.14e+05 326 1576.556 11.4109 0.0007 30 1.927e+05 172.3 1118.197 12.1391 0.0010 30 4.583e+05 333.5 1374.219 10.6091 0.0008 1.266 0 1.5300 0.7282 0.8018 1.13 0.39 5 5250.0 4.5 0.0 NOT_AVAILABLE 297.62344750668 1.69388256903 216.55336040259 -52.53081989809 100001 4289.77 4260.99 4374.87 "" "" "" "" "" "" 200111 7.88 7.57 7.99 18.937 18.151 19.723 181.95752507300 0.7835 -60.72762510800 0.7288
10 215.193 1393.05 12.231 0.007 0.279 0.01 0.018 0.008 0.208 0.011 0.409 0.011 182.25165032182394 -60.65030940637859 0.4120 0.073092 0.065606 0.032222 63.8 "Gaia DR2 6058590440948982784" 182.25177196369 0.0278 -60.65040710724 0.0261 1635721458409799680 6058590440948982784 506164387 2015.5 0.7938 0.0354 22.4159 -7.227 0.061 -0.110 0.046 0.0398 -0.1224 -0.4600 -0.0031 0.0389 0.0622 -0.4443 0.0979 0.3142 -0.0214 251 251 246 5 4.1609 343.53 0.000 0 31 0 351.7329 1.6958 0.0065 -0.122 29 17 0.041728 0 34 0 271 2.616e+05 38.94 6718.875 12.1442 0.0002 32 1.658e+05 273.3 606.613 12.3023 0.0018 33 1.465e+05 120.2 1218.473 11.8476 0.0009 1.194 0 0.4548 0.1582 0.2966 "" "" 0 "" "" "" NOT_AVAILABLE 297.75275464026 1.79395810003 216.64991763592 -52.37831513858 100001 7634.75 7443.50 7894.50 1.0445 0.6019 1.2870 0.4905 0.2349 0.6450 200111 2.32 2.17 2.44 16.509 15.391 17.627 182.25183544700 0.9383 -60.65040663450 0.7194
