ID x y V Verr BV BVerr UB UBerr VR VRerr VI VIerr ra dec d_arcsec _r _x _y _p DR2Name RA_ICRS e_RA_ICRS DE_ICRS e_DE_ICRS SolID Source RandomI Epoch Plx e_Plx RPlx pmRA e_pmRA pmDE e_pmDE RADEcor RAPlxcor RApmRAcor RApmDEcor DEPlxcor DEpmRAcor DEpmDEcor PlxpmRAcor PlxpmDEcor pmRApmDEcor NAL NAC NgAL NbAL gofAL chi2AL epsi sepsi Solved APF WAL pscol e_pscol fvarpi MatchObsA Nper amax type MatchObs Dup o_Gmag FG e_FG RFG Gmag e_Gmag o_BPmag FBP e_FBP RFBP BPmag e_BPmag o_RPmag FRP e_FRP RFRP RPmag e_RPmag E_BR_RP_ Mode BP-RP BP-G G-RP RV e_RV o_RV Tefftemp loggtemp __Fe_H_temp Var GLON GLAT ELON ELAT fPriam Teff b_Teff B_Teff AG b_AG B_AG E_BP-RP_ b_E_BP-RP_ B_E_BP-RP_ fFLAME Rad b_Rad B_Rad Lum b_Lum B_Lum RAJ2000 e_RAJ2000 DEJ2000 e_DEJ2000
1 130.058 1734.94 10.433 0.004 1.15 0.006 0.9 0.004 0.523 0.01 1.041 0.01 163.2961480053939 -54.19786307055342 0.6467 0.094985 0.072699 0.061131 49.9 "Gaia DR2 5353328227957502720" 163.29590594709 0.0279 -54.19775251978 0.0259 1635721458409799680 5353328227957502720 303174591 2015.5 1.0578 0.0355 29.8361 -0.486 0.054 -0.505 0.049 -0.0137 -0.3433 -0.3652 0.0497 0.3347 0.1584 -0.0060 0.1574 0.1448 0.1422 239 239 235 4 5.8608 379.06 0.000 0 31 0 294.2490 1.5213 0.0067 -0.017 27 16 0.03859 0 33 0 254 1.68e+06 584.4 2875.251 10.1250 0.0004 31 7.196e+05 724.5 993.145 10.7087 0.0011 33 1.35e+06 1000 1349.335 9.4365 0.0008 1.231 0 1.2722 0.5837 0.6885 -3.62 0.42 6 5250.0 4.5 0.0 NOT_AVAILABLE 286.09626697293 4.76276678831 196.72308656487 -54.19363544758 100001 4780.65 4672.65 4939.67 "" "" "" "" "" "" 200111 12.12 11.36 12.69 69.167 65.650 72.684 163.29590952300 0.8446 -54.19775034620 0.7638
2 381.291 1512.02 10.989 0.003 0.709 0.004 0.216 0.002 0.356 0.006 0.705 0.005 163.26090144071011 -54.21648535823613 0.6758 0.067224 0.052049 0.042543 50.7 "Gaia DR2 5353328159238014976" 163.26064675241 0.0311 -54.21637107178 0.0253 1635721458409799680 5353328159238014976 859056059 2015.5 1.5922 0.0366 43.5427 -21.818 0.055 6.489 0.046 -0.1129 -0.4558 -0.4866 0.0977 0.3748 0.2925 0.0036 0.3424 0.1060 0.1897 256 256 251 5 5.5995 391.37 0.000 0 31 0 304.3004 1.6081 0.0067 -0.100 30 15 0.040887 0 37 0 284 8.826e+05 290 3043.408 10.8240 0.0004 28 4.646e+05 420.1 1105.986 11.1836 0.0010 27 5.957e+05 431.8 1379.741 10.3243 0.0008 1.201 1 0.8593 0.3596 0.4997 -3.06 2.46 10 6750.0 4.5 0.0 NOT_AVAILABLE 286.08593026010 4.73696395286 196.71706926335 -54.22119477086 100002 5691.75 5531.40 5823.50 "" "" "" "" "" "" 200111 3.82 3.65 4.05 13.827 13.350 14.304 163.26080741000 0.8608 -54.21639901200 0.7181
3 669.11 1939.84 11.477 0.007 1.798 0.008 1.932 0.011 0.932 0.01 1.854 0.01 163.21981371074756 -54.1813488441478 0.6603 0.082514 0.028015 0.077613 19.8 "Gaia DR2 5353328537195142016" 163.21950302666 0.0260 -54.18132478330 0.0220 1635721458409799680 5353328537195142016 623162889 2015.5 0.2912 0.0310 9.3877 -10.823 0.049 4.294 0.042 -0.0052 -0.3841 -0.4213 0.0559 0.1685 0.1506 -0.0430 0.2136 0.0956 0.1277 273 273 267 6 9.8270 556.37 0.000 0 31 0 290.8073 1.3805 0.0062 -0.063 31 16 0.036287 0 35 0 295 9.652e+05 406.8 2372.840 10.7268 0.0005 31 2.731e+05 346.3 788.570 11.7606 0.0014 34 1.011e+06 912.4 1108.033 9.7501 0.0010 1.330 0 2.0105 1.0338 0.9767 -26.89 0.21 10 4500.0 3.0 0.0 NOT_AVAILABLE 286.04873724972 4.75778861384 196.64679813238 -54.21028033589 100001 3779.07 3491.50 4029.00 "" "" "" "" "" "" 200111 68.80 60.53 80.60 869.719 722.895 1016.543 163.21958265000 0.7576 -54.18134327230 0.6551
4 175.325 1445.25 12.189 0.004 0.232 0.005 0.265 0.003 0.088 0.006 0.198 0.007 163.29011365732762 -54.22185979143157 0.6753 0.078524 0.069162 0.037183 61.7 "Gaia DR2 5353328086201954176" 163.28992917604 0.0307 -54.22170631442 0.0292 1635721458409799680 5353328086201954176 459554472 2015.5 0.7412 0.0387 19.1296 -5.605 0.059 2.819 0.056 0.0665 -0.3867 -0.4905 -0.0676 0.2991 0.0865 -0.2227 0.3267 0.1232 0.2951 227 227 225 2 10.2833 512.71 0.000 0 31 0 317.5915 1.7352 0.0069 -0.051 26 15 0.043975 0 31 0 255 2.585e+05 57.65 4484.710 12.1571 0.0002 27 1.735e+05 214.9 807.143 12.2534 0.0013 28 1.32e+05 144 916.707 11.9605 0.0012 1.182 0 0.2929 0.0963 0.1966 "" "" 0 "" "" "" NOT_AVAILABLE 286.10371048580 4.73972387428 196.74522791531 -54.21408746711 100001 8783.50 8452.75 8967.50 0.7290 0.4382 0.8828 0.3630 0.2349 0.4518 "" "" "" "" "" "" "" 163.28997045200 0.9114 -54.22171845050 0.8636
5 908.398 804.426 12.295 0.002 1.852 0.005 1.787 0.015 1.421 0.01 3.324 0.004 163.1872865630054 -54.275315572161546 0.0157 0.018750 0.009145 -0.016369 150.8 "Gaia DR2 5353326269452376960" 163.18729399630 0.0672 -54.27531514764 0.0578 1635721458409799680 5353326269452376960 855078955 2015.5 0.5137 0.0899 5.7131 -1.925 0.126 -0.436 0.101 -0.1038 -0.4979 -0.3946 0.0197 0.4093 0.3420 0.2526 0.4702 0.1931 0.3063 238 238 231 7 34.4742 2033.86 0.268 28 31 0 11.6744 1.2277 0.0152 -0.048 27 15 0.078002 0 31 0 273 1.217e+06 2264 537.487 10.4753 0.0020 30 1.409e+05 1378 102.274 12.4792 0.0106 29 1.706e+06 6488 262.970 9.1818 0.0041 1.518 0 3.2974 2.0039 1.2935 "" "" 0 "" "" "" NOT_AVAILABLE 286.07346031707 4.66515181960 196.72722361019 -54.29383259640 100001 3305.50 3295.00 3307.25 "" "" "" "" "" "" 200111 68.79 68.72 69.23 509.027 400.241 617.813 163.18730818900 1.9531 -54.27531326920 1.5732
76 1742.59 294.306 14.925 0.008 1.27 0.021 99.0 99.0 0.666 0.012 1.303 0.012 163.06996496552958 -54.31799269095371 0.4642 0.083826 -0.059336 -0.059212 225.1 "Gaia DR2 5353419762284403200" 163.06990531838 0.0268 -54.31811684692 0.0248 1635721458409799680 5353419762284403200 440060541 2015.5 0.3568 0.0339 10.5151 -8.972 0.052 3.875 0.049 0.1182 -0.2692 -0.2920 0.1207 0.1750 0.1656 -0.0425 0.2810 -0.0711 0.2564 239 0 234 5 6.3467 392.49 0.162 4.3 31 0 17.8830 1.4913 0.0065 -0.004 28 16 0.058946 0 31 0 237 2.934e+04 17.44 1682.526 14.5197 0.0006 13 1.333e+04 143.6 92.806 15.0393 0.0117 13 2.768e+04 268.2 103.185 13.6567 0.0105 1.398 0 1.3827 0.5197 0.8630 "" "" 0 "" "" "" NOT_AVAILABLE 286.03085050604 4.59643955787 196.68614652606 -54.37097838220 102001 4725.02 4425.00 5042.67 "" "" "" "" "" "" 200111 4.90 4.30 5.59 10.794 8.373 13.215 163.06997154700 0.8011 -54.31813353140 0.7562
8 1615.41 844.588 12.735 0.003 0.602 0.005 0.083 0.005 0.343 0.004 0.642 0.006 163.08724918899858 -54.27256649238116 0.0750 0.051132 -0.049282 -0.013630 254.5 "Gaia DR2 5353513766230213248" 163.08723445192 0.0311 -54.27254750731 0.0252 1635721458409799680 5353513766230213248 1373229292 2015.5 2.0958 0.0369 56.8543 -18.785 0.058 8.964 0.050 -0.1176 -0.4479 -0.4139 0.0527 0.3279 0.1134 -0.1692 0.2539 -0.0940 0.1150 222 222 221 1 1.1962 241.11 0.000 0 31 1 239.2414 1.6301 0.0070 -0.009 25 16 0.040625 0 29 0 251 1.712e+05 26.54 6449.964 12.6049 0.0002 28 9.475e+04 75.75 1250.932 12.9099 0.0009 28 1.108e+05 75.94 1459.402 12.1503 0.0007 1.201 0 0.7597 0.3051 0.4546 "" "" 0 "" "" "" NOT_AVAILABLE 286.01966938907 4.64176768535 196.64823731963 -54.32986050740 100001 5972.50 5867.00 6212.75 0.1655 0.0636 0.2233 0.0825 0.0195 0.1081 200111 1.15 1.07 1.19 1.524 1.484 1.564 163.08737296000 0.8985 -54.27258610380 0.7681
9 1271.08 874.533 12.96 0.003 1.173 0.006 0.809 0.009 0.625 0.004 1.219 0.006 163.1358864094298 -54.26980953159807 0.1340 0.023518 -0.020845 -0.010890 242.4 "Gaia DR2 5353513903669166592" 163.13593760032 0.0538 -54.26983169314 0.0421 1635721458409799680 5353513903669166592 1158255141 2015.5 0.2597 0.0626 4.1478 -5.929 0.098 2.712 0.073 -0.1918 -0.3715 -0.4860 0.1080 0.4548 0.3213 0.0184 0.3582 0.0185 0.1584 237 237 224 13 24.3476 1223.83 0.179 13 31 1 24.7734 1.4983 0.0110 -0.051 27 15 0.061846 0 31 0 269 1.714e+05 30.9 5545.929 12.6035 0.0002 29 6.998e+04 79.61 878.987 13.2390 0.0012 29 1.457e+05 66.19 2201.264 11.8533 0.0005 1.258 0 1.3857 0.6355 0.7502 -18.71 0.86 6 5000.0 3.0 0.0 NOT_AVAILABLE 286.04404277447 4.65680299397 196.68214583334 -54.30924339687 100001 4787.00 4541.25 4890.00 0.2780 0.1207 2.5804 0.1653 0.0609 1.1680 "" "" "" "" "" "" "" 163.13598131700 1.5171 -54.26984336850 1.1290
10 932.797 281.423 12.992 0.012 1.459 0.025 99.0 99.0 0.946 0.014 1.965 0.013 163.184674454235 -54.31847451183031 0.7788 0.060187 0.007503 -0.059718 172.8 "Gaia DR2 5353325749739745792" 163.18449577403 0.0301 -54.31866408492 0.0285 1635721458409799680 5353325749739745792 1648363766 2015.5 0.2201 0.0398 5.5259 -10.213 0.059 3.354 0.051 -0.0126 -0.2893 -0.3849 0.0422 0.3526 0.2328 0.0410 0.3452 0.1551 0.2378 217 217 214 3 9.1283 455.57 0.000 0 31 0 301.6419 1.3618 0.0074 0.012 25 16 0.042237 0 29 1 250 2.318e+05 138.6 1671.844 12.2756 0.0006 26 6.838e+04 923.2 74.059 13.2641 0.0147 26 2.656e+05 967.4 274.602 11.2012 0.0040 1.441 0 2.0630 0.9885 1.0744 -27.12 0.51 5 4500.0 3.0 0.0 NOT_AVAILABLE 286.09121616828 4.62554633171 196.77360129661 -54.32774069626 100001 3662.33 3609.00 3942.85 "" "" "" "" "" "" 200111 49.46 42.68 50.94 396.563 291.520 501.607 163.18457116200 0.9227 -54.31867852520 0.7925
11 721.918 370.488 13.11 0.003 0.572 0.005 0.43 0.006 0.327 0.004 0.669 0.006 163.21440743572794 -54.31099723219511 0.3588 0.057675 0.024856 -0.052044 154.5 "Gaia DR2 5353325960214725760" 163.21423809245 0.0258 -54.31098397043 0.0239 1635721458409799680 5353325960214725760 406077850 2015.5 0.5309 0.0359 14.7698 -9.491 0.052 3.613 0.041 0.0334 -0.2087 -0.2466 0.1181 0.4758 0.3734 0.1097 0.4994 0.2134 0.3546 200 70 198 2 5.7483 328.45 0.000 0 31 0 149.7278 1.6094 0.0057 -0.051 23 14 0.04998 0 27 0 220 1.221e+05 39.79 3067.388 12.9720 0.0004 25 6.810e+04 220.7 308.615 13.2684 0.0035 26 8.116e+04 158.2 513.159 12.4886 0.0021 1.223 0 0.7799 0.2965 0.4834 "" "" 0 "" "" "" NOT_AVAILABLE 286.10342663080 4.64010211050 196.78753606787 -54.31059620788 100001 5876.00 5748.00 6064.34 "" "" "" "" "" "" 200111 3.98 3.74 4.16 17.005 14.787 19.224 163.21430814000 0.8015 -54.31099952830 0.6430
