ID x y V Verr BV BVerr UB UBerr VR VRerr VI VIerr ra dec d_arcsec _r _x _y _p DR2Name RA_ICRS e_RA_ICRS DE_ICRS e_DE_ICRS SolID Source RandomI Epoch Plx e_Plx RPlx pmRA e_pmRA pmDE e_pmDE RADEcor RAPlxcor RApmRAcor RApmDEcor DEPlxcor DEpmRAcor DEpmDEcor PlxpmRAcor PlxpmDEcor pmRApmDEcor NAL NAC NgAL NbAL gofAL chi2AL epsi sepsi Solved APF WAL pscol e_pscol fvarpi MatchObsA Nper amax type MatchObs Dup o_Gmag FG e_FG RFG Gmag e_Gmag o_BPmag FBP e_FBP RFBP BPmag e_BPmag o_RPmag FRP e_FRP RFRP RPmag e_RPmag E_BR_RP_ Mode BP-RP BP-G G-RP RV e_RV o_RV Tefftemp loggtemp __Fe_H_temp Var GLON GLAT ELON ELAT fPriam Teff b_Teff B_Teff AG b_AG B_AG E_BP-RP_ b_E_BP-RP_ B_E_BP-RP_ fFLAME Rad b_Rad B_Rad Lum b_Lum B_Lum RAJ2000 e_RAJ2000 DEJ2000 e_DEJ2000
1 1735.16 1873.88 10.389 0.006 0.825 0.009 0.33 0.007 0.494 0.008 0.916 0.016 153.7875678896301 -50.67494103374245 0.2277 0.092897 -0.060093 0.070843 319.7 "Gaia DR2 5358609903853269504" 153.78762503326 0.0419 -50.67488917357 0.0369 1635721458409799680 5358609903853269504 1432958726 2015.5 0.6387 0.0468 13.6528 -5.280 0.086 3.103 0.072 0.2916 -0.0213 -0.3635 -0.0328 0.4786 -0.0069 -0.3501 0.0351 -0.2863 0.4672 158 158 156 2 7.3361 316.64 0.000 0 31 0 352.5439 1.5705 0.0104 0.166 18 11 0.060532 0 26 1 207 1.693e+06 974.8 1736.854 10.1167 0.0006 25 8.105e+05 792.9 1022.220 10.5795 0.0011 26 1.238e+06 1205 1027.031 9.5305 0.0011 1.210 0 1.0489 0.4628 0.5862 7.60 0.85 5 5500.0 3.5 0.0 NOT_AVAILABLE 279.29836197306 4.88380950592 185.11477569941 -55.19235520504 100001 5147.60 5007.40 5522.13 "" "" "" "" "" "" 200111 16.67 14.49 17.62 175.870 157.855 193.885 153.78766090500 1.3413 -50.67490253310 1.1166
2 957.837 1647.1 11.042 0.006 0.317 0.008 0.308 0.005 0.24 0.01 0.452 0.011 153.88920262833233 -50.69296068410972 0.2961 0.052981 0.004195 0.052815 4.5 "Gaia DR2 5358608907421123840" 153.88907301562 0.0287 -50.69295577589 0.0265 1635721458409799680 5358608907421123840 270990598 2015.5 0.6419 0.0333 19.2566 -11.336 0.055 4.375 0.049 0.1739 -0.2949 -0.5099 -0.1541 0.2357 -0.0878 -0.3858 0.2694 -0.0211 0.2972 239 239 230 9 8.2486 448.20 0.000 0 31 0 361.3354 1.6781 0.0076 -0.039 27 15 0.042546 0 42 0 312 7.97e+05 432.5 1842.812 10.9348 0.0006 40 4.856e+05 433.8 1119.499 11.1356 0.0010 39 4.543e+05 267.1 1700.960 10.6185 0.0006 1.179 0 0.5171 0.2008 0.3163 "" "" 0 "" "" "" NOT_AVAILABLE 279.36190310705 4.90501987159 185.22240874797 -55.16626518386 100001 6928.79 6863.15 7057.29 1.3030 1.0100 1.4920 0.6540 0.4336 0.7506 200111 6.01 5.79 6.13 74.992 68.966 81.019 153.88915006000 0.8492 -50.69297461090 0.7557
4 941.736 1285.35 11.07 0.007 1.008 0.012 0.629 0.009 0.53 0.01 1.056 0.018 153.89182184412363 -50.72283643863343 0.3802 0.023699 0.005833 0.022970 14.2 "Gaia DR2 5358608769982157568" 153.89166497441 0.0259 -50.72280048148 0.0242 1635721458409799680 5358608769982157568 889083686 2015.5 0.6560 0.0310 21.1605 -8.049 0.050 3.040 0.045 -0.0010 -0.3378 -0.4771 0.0062 0.0942 0.0918 -0.3373 0.2690 0.1326 0.1229 241 241 234 7 4.7093 344.42 0.000 0 31 0 351.5517 1.5407 0.0069 0.024 28 16 0.037482 0 45 1 305 9.045e+05 277.6 3258.705 10.7973 0.0003 35 4.018e+05 281.4 1428.053 11.3413 0.0008 36 7.101e+05 379.9 1869.062 10.1336 0.0006 1.229 1 1.2077 0.5440 0.6637 13.74 0.30 10 5000.0 4.5 0.0 NOT_AVAILABLE 279.38009296793 4.88125146840 185.25734272545 -55.18852397255 100002 4820.27 4754.50 5000.48 "" "" "" "" "" "" 200111 14.03 13.04 14.42 95.762 88.588 102.936 153.89171971700 0.7747 -50.72281357010 0.6955
8 438.133 1980.49 11.252 0.009 1.267 0.013 1.2 0.009 0.657 0.019 1.288 0.029 153.95639835021674 -50.66494764610102 0.1052 0.093395 0.046843 0.080799 30.1 "Gaia DR2 5358609251018531456" 153.95635229136 0.0258 -50.66494892114 0.0226 1635721458409799680 5358609251018531456 923586858 2015.5 0.4167 0.0300 13.8914 -4.166 0.049 -0.287 0.041 0.0424 -0.2881 -0.4328 0.0187 0.1462 0.0998 -0.2587 0.2931 0.1173 0.1334 247 247 238 9 3.1957 308.21 0.000 0 31 0 318.4803 1.4843 0.0072 0.038 28 15 0.036766 0 51 1 350 9.065e+05 389.1 2329.505 10.7950 0.0005 41 3.456e+05 252.9 1366.469 11.5051 0.0008 42 7.976e+05 604.3 1319.831 10.0075 0.0008 1.261 0 1.4976 0.7101 0.7875 8.16 0.29 6 5000.0 3.0 0.0 NOT_AVAILABLE 279.38153297389 4.95213068432 185.24999756167 -55.11775457559 100001 4352.37 4273.74 4477.12 0.1952 0.0590 0.7227 0.0927 0.0320 0.3881 200111 29.55 27.92 30.65 282.269 249.695 314.842 153.95638059000 0.7561 -50.66494768450 0.6432
5 1021.18 1111.33 11.74 0.002 1.824 0.005 2.211 0.012 1.019 0.006 2.174 0.015 153.88170493572974 -50.737278221124676 0.3734 0.008537 -0.000573 0.008517 356.2 "Gaia DR2 5358608735622409088" 153.88154570131 0.0395 -50.73725363175 0.0314 1635721458409799680 5358608735622409088 427568635 2015.5 0.2893 0.0402 7.1997 -4.718 0.074 -1.919 0.056 0.1502 -0.2838 -0.6221 -0.0717 0.2539 0.0176 -0.3135 0.2455 -0.0149 0.2901 177 177 171 6 9.5763 407.55 0.000 0 31 0 291.1157 1.3652 0.0103 0.064 20 13 0.053352 0 32 1 257 8.611e+05 663.5 1297.912 10.8507 0.0008 28 2.11e+05 729.9 289.046 12.0409 0.0038 28 9.666e+05 1521 635.588 9.7989 0.0017 1.367 0 2.2420 1.1902 1.0518 -8.84 0.49 7 4000.0 3.0 0.0 NOT_AVAILABLE 279.38292392599 4.86569626702 185.26443551765 -55.20380571634 100001 3914.49 3723.00 3984.52 "" "" "" "" "" "" 200111 58.23 56.21 64.38 717.398 571.920 862.876 153.88157779900 1.1546 -50.73724536810 0.8667
3 1051.77 1500.93 11.807 0.004 0.111 0.008 0.107 0.007 0.06 0.005 0.11 0.008 153.87716354439448 -50.705125520506535 0.2576 0.040805 -0.003418 0.040662 355.2 "Gaia DR2 5358608937469506688" 153.87705352313 0.0280 -50.70510919790 0.0276 1635721458409799680 5358608937469506688 1509436388 2015.5 0.7519 0.0328 22.9194 -6.624 0.054 1.814 0.051 0.1461 -0.2749 -0.4826 -0.1259 0.2440 -0.0621 -0.4557 0.2318 0.0194 0.2683 238 238 232 6 12.1471 595.38 0.000 0 31 0 338.6873 1.7533 0.0074 -0.051 27 15 0.042359 0 39 1 319 3.594e+05 93.18 3856.656 11.7996 0.0003 37 2.523e+05 293.1 860.946 11.8464 0.0013 34 1.698e+05 97.04 1749.999 11.6870 0.0006 1.175 0 0.1595 0.0468 0.1126 "" "" 0 "" "" "" NOT_AVAILABLE 279.36243569801 4.89068868284 185.22531587272 -55.18050976690 100001 9241.50 8984.00 9636.33 0.4500 0.2357 0.6431 0.2115 0.1180 0.3220 "" "" "" "" "" "" "" 153.87709855600 0.8337 -50.70511700820 0.7950
6 1601.75 1405.95 12.197 0.004 0.347 0.006 0.134 0.005 0.214 0.006 0.408 0.008 153.80554249889934 -50.713490659115315 0.3138 0.058480 -0.048726 0.032337 303.6 "Gaia DR2 5358608151506850944" 153.80549789935 0.0281 -50.71340820681 0.0257 1635721458409799680 5358608151506850944 59820188 2015.5 1.0629 0.0302 35.2535 -10.503 0.054 6.694 0.049 0.1417 -0.2999 -0.5062 -0.0342 0.1721 -0.0001 -0.4257 0.2074 -0.0493 0.3153 239 239 236 3 3.9159 324.97 0.000 0 31 0 347.1307 1.6673 0.0067 0.016 27 15 0.043096 0 41 0 347 2.637e+05 61.66 4277.155 12.1355 0.0003 38 1.634e+05 162.7 1004.113 12.3186 0.0011 37 1.492e+05 85.44 1746.534 11.8273 0.0006 1.185 0 0.4913 0.1831 0.3081 8.09 15.77 10 6500.0 3.5 0.0 NOT_AVAILABLE 279.32951393107 4.85834481305 185.17247158519 -55.21533053002 100001 7186.25 7036.00 7469.33 "" "" "" "" "" "" 200111 1.95 1.80 2.03 9.100 8.687 9.513 153.80556931600 0.8362 -50.71343702770 0.7560
9 1870.3 736.37 12.233 0.003 1.925 0.007 2.199 0.022 1.12 0.014 2.609 0.027 153.77127480800783 -50.76903974451977 0.3688 0.074050 -0.070316 -0.023219 251.7 "Gaia DR2 5358607567374375552" 153.77127048844 0.0388 -50.76893733758 0.0482 1635721458409799680 5358607567374375552 1603487427 2015.5 0.1743 0.0510 3.4194 -8.939 0.071 4.505 0.091 -0.0483 -0.4475 -0.3918 -0.0569 0.3233 -0.0081 -0.5263 0.3055 -0.0902 0.1151 210 210 198 12 17.6176 785.58 0.136 7.5 31 0 43.8708 1.3088 0.0109 -0.089 24 14 0.058484 0 38 1 285 7.357e+05 1879 391.511 11.0216 0.0028 31 1.303e+05 1206 108.008 12.5641 0.0101 31 9.231e+05 3092 298.572 9.8488 0.0036 1.432 0 2.7153 1.5425 1.1728 39.12 0.33 3 4000.0 3.0 0.0 NOT_AVAILABLE 279.34291947009 4.80025692488 185.20381812448 -55.27219257883 100001 3504.07 3330.00 3803.17 1.6997 1.3159 2.2615 0.8450 0.6710 1.1010 "" "" "" "" "" "" "" 153.77133134200 1.1051 -50.76895673400 1.4132
7 1213.46 1587.53 12.348 0.004 0.313 0.006 0.277 0.005 0.191 0.006 0.372 0.008 153.855959447969 -50.69811672095443 0.1812 0.050542 -0.016830 0.047657 340.6 "Gaia DR2 5358609590304534016" 153.85588059396 0.0272 -50.69811046876 0.0254 1635721458409799680 5358609590304534016 1666225042 2015.5 0.5973 0.0322 18.5627 -5.674 0.053 2.107 0.048 0.1592 -0.2851 -0.4678 -0.1414 0.2140 -0.0760 -0.3654 0.2956 -0.0076 0.2321 228 228 228 0 7.6552 425.86 0.000 0 31 0 304.4098 1.6798 0.0073 0.012 26 15 0.040636 0 38 0 308 2.285e+05 50.97 4483.124 12.2910 0.0002 36 1.437e+05 159.9 899.089 12.4575 0.0012 32 1.274e+05 145.1 877.663 11.9993 0.0012 1.186 0 0.4582 0.1665 0.2917 "" "" 0 "" "" "" NOT_AVAILABLE 279.34735566482 4.88894024577 185.19932376061 -55.18343616575 100001 7788.50 7650.33 7879.50 "" "" "" "" "" "" 200111 2.79 2.72 2.89 25.755 23.583 27.927 153.85591916600 0.8188 -50.69811953860 0.7404
10 420.677 352.071 12.44 0.004 1.3 0.007 1.301 0.01 0.643 0.005 1.264 0.007 153.96127137512624 -50.79938957177897 0.6121 0.073131 0.049654 -0.053691 137.2 "Gaia DR2 5358594953056008064" 153.96101219823 0.0251 -50.79943510006 0.0254 1635721458409799680 5358594953056008064 1179364460 2015.5 0.5838 0.0296 19.7064 3.371 0.047 -4.696 0.049 0.0800 -0.4170 -0.4429 0.0086 0.1394 0.0628 -0.4349 0.2939 0.0421 0.2657 258 258 258 0 2.7457 319.15 0.000 0 31 0 360.4654 1.4877 0.0060 -0.019 29 16 0.039398 0 42 0 356 2.78e+05 58.29 4769.189 12.0782 0.0002 42 1.093e+05 105.6 1035.439 12.7544 0.0010 41 2.406e+05 162.4 1481.181 11.3089 0.0007 1.259 0 1.4455 0.6762 0.7693 "" "" 0 "" "" "" NOT_AVAILABLE 279.45969838065 4.84244964121 185.40136540407 -55.22081233778 100001 4551.37 4361.83 4700.31 0.4607 0.3446 0.5231 0.2165 0.1659 0.2521 200111 10.24 9.60 11.15 40.540 37.228 43.852 153.96098923300 0.7359 -50.79941487950 0.7598
