ID x y V Verr BV BVerr UB UBerr VR VRerr VI VIerr ra dec d_arcsec _r _x _y _p DR2Name RA_ICRS e_RA_ICRS DE_ICRS e_DE_ICRS SolID Source RandomI Epoch Plx e_Plx RPlx pmRA e_pmRA pmDE e_pmDE RADEcor RAPlxcor RApmRAcor RApmDEcor DEPlxcor DEpmRAcor DEpmDEcor PlxpmRAcor PlxpmDEcor pmRApmDEcor NAL NAC NgAL NbAL gofAL chi2AL epsi sepsi Solved APF WAL pscol e_pscol fvarpi MatchObsA Nper amax type MatchObs Dup o_Gmag FG e_FG RFG Gmag e_Gmag o_BPmag FBP e_FBP RFBP BPmag e_BPmag o_RPmag FRP e_FRP RFRP RPmag e_RPmag E_BR_RP_ Mode BP-RP BP-G G-RP RV e_RV o_RV Tefftemp loggtemp __Fe_H_temp Var GLON GLAT ELON ELAT fPriam Teff b_Teff B_Teff AG b_AG B_AG E_BP-RP_ b_E_BP-RP_ B_E_BP-RP_ fFLAME Rad b_Rad B_Rad Lum b_Lum B_Lum RAJ2000 e_RAJ2000 DEJ2000 e_DEJ2000
1 1688.38 1907.08 9.241 0.007 1.102 0.01 0.816 0.007 99.0 99.0 1.363 0.008 150.3847038339388 -49.522039628322226 1.0610 0.092937 -0.056538 0.073761 322.5 "Gaia DR2 5406953162383593088" 150.38434404983 0.0347 -49.52221937954 0.0323 1635721458409799680 5406953162383593088 1573947185 2015.5 1.5514 0.0412 37.6709 -5.942 0.063 -4.433 0.059 -0.2459 -0.5010 -0.4727 0.2645 0.3150 0.3182 -0.2470 0.2551 -0.2041 0.0586 201 201 199 2 4.2128 288.51 0.000 1e-15 31 0 223.7234 1.5377 0.0087 -0.024 23 14 0.044367 0 44 1 323 5.042e+06 792.1 6365.224 8.9319 0.0002 43 2.15e+06 2343 917.722 9.5202 0.0012 41 4.048e+06 5737 705.545 8.2438 0.0015 1.229 0 1.2763 0.5883 0.6881 21.30 1.67 5 5000.0 4.5 0.0 NOT_AVAILABLE 276.84477290705 4.54690950365 180.83709598323 -55.63880627467 100001 4718.55 4661.32 4867.66 0.1963 0.0323 1.6630 0.1127 0.0166 1.1240 200111 14.84 13.94 15.20 98.303 94.521 102.086 150.38438346400 0.9761 -49.52220029410 0.9102
2 752.864 753.867 11.674 0.016 1.497 0.018 1.62 0.011 99.0 99.0 2.416 0.04 150.50477009917594 -49.61680874016554 0.8376 0.029791 0.021547 -0.020573 133.7 "Gaia DR2 5406939968244240896" 150.50469545803 0.0279 -49.61658116450 0.0274 1635721458409799680 5406939968244240896 1610381185 2015.5 0.5887 0.0342 17.1980 -14.448 0.056 9.292 0.058 -0.1297 -0.3425 -0.3807 0.2291 0.1495 0.2231 -0.1493 0.1595 -0.2242 0.0327 219 219 206 13 10.5293 493.44 0.000 0 31 1 331.9598 1.4137 0.0079 -0.022 25 15 0.040036 0 46 0 310 7.051e+05 523 1348.245 11.0677 0.0008 37 2.311e+05 251.8 918.074 11.9418 0.0012 35 6.812e+05 468 1455.393 10.1788 0.0007 1.294 0 1.7630 0.8741 0.8890 46.47 0.45 7 4500.0 3.0 0.0 NOT_AVAILABLE 276.96428219016 4.51857502631 181.04892942866 -55.66547347837 100001 4107.91 4058.69 4233.22 0.7437 0.4230 1.0747 0.3700 0.2059 0.5340 200111 22.11 20.82 22.65 125.407 114.219 136.594 150.50479147100 0.8628 -49.61662117170 0.8925
3 342.894 1244.01 11.676 0.02 0.381 0.024 0.227 0.015 99.0 99.0 0.421 0.024 150.55643300852927 -49.57595863924149 0.9808 0.058610 0.054994 0.020269 69.8 "Gaia DR2 5406940518000085120" 150.55624909655 0.0285 -49.57571368082 0.0274 1635721458409799680 5406940518000085120 237358042 2015.5 1.2991 0.0328 39.6102 -11.045 0.056 9.637 0.056 -0.2344 -0.3676 -0.3693 0.3405 0.1733 0.3685 -0.2679 0.1210 -0.0661 -0.0827 220 220 214 6 8.9547 449.63 0.000 0 31 1 420.1419 1.6769 0.0070 -0.083 25 15 0.042958 0 41 0 309 4.214e+05 135.8 3103.537 11.6266 0.0003 37 2.598e+05 191.6 1355.939 11.8146 0.0008 37 2.376e+05 179.8 1321.762 11.3223 0.0008 1.180 0 0.4923 0.1880 0.3042 "" "" 0 "" "" "" NOT_AVAILABLE 276.96642194189 4.57132160970 181.05125045420 -55.61270004037 100001 7090.91 7031.64 7281.27 0.9433 0.6855 1.1311 0.4833 0.3420 0.5641 200111 2.06 1.96 2.10 9.712 9.330 10.093 150.55632243200 0.8712 -49.57575517200 0.8658
4 997.612 1159.87 11.969 0.004 0.433 0.006 -0.071 0.005 0.276 0.007 0.512 0.006 150.47311494288027 -49.583427704427855 0.4946 0.012754 0.001032 0.012712 4.6 "Gaia DR2 5406951856713723520" 150.47303099892 0.0252 -49.58330154620 0.0265 1635721458409799680 5406951856713723520 6014132 2015.5 1.7058 0.0316 53.9573 -12.007 0.050 1.926 0.051 -0.1416 -0.3126 -0.3676 0.1981 0.1955 0.2545 -0.0547 0.2070 -0.1184 0.0357 221 221 218 3 6.9618 390.42 0.000 0 31 1 370.2976 1.6564 0.0073 0.002 25 15 0.036822 0 38 0 325 3.257e+05 129.2 2521.014 11.9062 0.0004 36 1.957e+05 188.8 1036.229 12.1225 0.0010 36 1.921e+05 143.4 1339.509 11.5531 0.0008 1.190 0 0.5694 0.2163 0.3531 "" "" 0 "" "" "" NOT_AVAILABLE 276.92775297400 4.53280969988 180.98400390312 -55.65178983555 100001 6892.39 6740.43 7035.50 0.6262 0.3564 0.9671 0.2973 0.1837 0.4948 200111 1.46 1.40 1.53 4.338 4.212 4.465 150.47311073700 0.7830 -49.58330983780 0.7916
5 882.942 431.951 12.008 0.003 0.415 0.004 0.393 0.009 0.247 0.007 0.458 0.007 150.48858442025346 -49.6435006113791 0.6982 0.048584 0.011115 -0.047295 166.8 "Gaia DR2 5406938452108382208" 150.48860448134 0.0256 -49.64330710877 0.0255 1635721458409799680 5406938452108382208 843857228 2015.5 0.3915 0.0315 12.4410 -5.928 0.050 3.226 0.047 -0.1106 -0.3529 -0.3974 0.1488 0.1535 0.2350 -0.1643 0.2369 0.0045 0.0963 231 231 229 2 7.7682 430.90 0.000 0 31 1 372.8101 1.6799 0.0071 -0.051 26 15 0.036645 0 39 0 331 3.038e+05 72.29 4202.042 11.9821 0.0003 38 1.853e+05 143 1296.299 12.1815 0.0008 39 1.776e+05 113.5 1565.203 11.6382 0.0007 1.195 0 0.5433 0.1994 0.3439 "" "" 0 "" "" "" NOT_AVAILABLE 276.97205746170 4.49095579033 181.06344393463 -55.69296769567 100001 7162.00 7086.00 7527.00 "" "" "" "" "" "" 200111 5.71 5.17 5.83 77.201 67.415 86.988 150.48864389700 0.7722 -49.64332100000 0.7247
6 1612.74 847.718 12.312 0.008 0.572 0.011 -0.14 0.012 0.367 0.011 0.67 0.013 150.39522294038002 -49.609624535887995 0.2026 0.051283 -0.049425 -0.013678 254.5 "Gaia DR2 5406950482324163968" 150.39516512930 0.0254 -49.60966653236 0.0267 1635721458409799680 5406950482324163968 1036051389 2015.5 2.2448 0.0304 73.8944 -0.987 0.050 -14.871 0.049 -0.2293 -0.2891 -0.4305 0.2730 0.1543 0.3472 -0.2743 0.1668 0.0185 -0.0459 227 227 227 0 0.2249 226.10 0.000 0 31 1 341.5100 1.6326 0.0071 -0.049 26 14 0.038824 0 39 0 320 2.441e+05 44.9 5437.036 12.2193 0.0002 38 1.362e+05 180.4 754.789 12.5163 0.0014 37 1.572e+05 114.3 1376.214 11.7705 0.0008 1.202 0 0.7459 0.2970 0.4488 31.38 1.44 3 6000.0 3.5 0.0 NOT_AVAILABLE 276.90326652356 4.48136599098 180.94201761011 -55.70357677067 100001 6051.00 5954.00 6353.65 0.2200 0.0786 0.3911 0.1242 0.0442 0.2110 200111 1.25 1.13 1.29 1.889 1.848 1.930 150.39517168900 0.7731 -49.60960250610 0.7615
7 1136.41 1451.94 12.559 0.006 1.374 0.009 1.128 0.009 0.747 0.01 1.383 0.008 150.45515197523122 -49.55936726190701 0.3178 0.038211 -0.010632 0.036702 343.8 "Gaia DR2 5406952092924511616" 150.45504827911 0.0305 -49.55931007366 0.0308 1635721458409799680 5406952092924511616 1011449587 2015.5 0.5297 0.0372 14.2292 -5.118 0.057 2.384 0.057 -0.2069 -0.4502 -0.3199 0.2844 0.2195 0.3472 0.0349 0.2192 -0.2033 0.0711 185 185 183 2 -0.2170 173.28 0.000 0 31 1 372.3244 1.4599 0.0083 -0.050 21 14 0.039984 0 36 0 292 2.665e+05 66.67 3997.303 12.1242 0.0003 35 9.756e+04 94.6 1031.232 12.8782 0.0011 32 2.443e+05 161.8 1509.626 11.2922 0.0007 1.283 1 1.5861 0.7541 0.8320 "" "" 0 "" "" "" NOT_AVAILABLE 276.90392412273 4.54494767467 180.94160679202 -55.63999212954 100002 4261.33 4174.02 4474.59 0.7553 0.5210 1.9916 0.3980 0.2769 1.2700 200111 13.45 12.19 14.01 53.712 48.072 59.352 150.45508224800 0.8805 -49.55932033730 0.8860
8 315.312 1983.32 12.674 0.016 0.634 0.022 0.447 0.021 0.378 0.032 0.735 0.028 150.5590279635973 -49.51475876088956 0.7474 0.099108 0.056676 0.081303 34.9 "Gaia DR2 5406940754210849024" 150.55873394980 0.0286 -49.51467710156 0.0262 1635721458409799680 5406940754210849024 447011742 2015.5 0.8568 0.0336 25.5330 -9.834 0.054 4.764 0.050 -0.1393 -0.4106 -0.4682 0.1567 0.3291 0.2004 -0.3355 0.2358 -0.1401 0.1312 229 229 229 0 1.3523 253.13 0.000 9.4e-16 31 1 264.0300 1.6079 0.0069 -0.026 26 15 0.039336 0 41 0 348 1.858e+05 64.35 2886.730 12.5159 0.0004 40 9.903e+04 136.8 723.837 12.8620 0.0015 39 1.268e+05 122.8 1031.998 12.0046 0.0011 1.215 0 0.8574 0.3461 0.5113 "" "" 0 "" "" "" NOT_AVAILABLE 276.93091785913 4.62107719173 180.98730375919 -55.56348565366 100001 5757.00 5490.00 5782.00 "" "" "" "" "" "" 200111 3.18 3.15 3.50 10.008 9.402 10.613 150.55879916200 0.8369 -49.51469761280 0.7701
9 1987.63 232.618 12.738 0.014 0.547 0.019 0.433 0.019 0.476 0.025 0.9 0.025 150.34818132408054 -49.660632916621985 0.4779 0.102831 -0.079917 -0.064710 231.0 "Gaia DR2 5406944057053065344" 150.34797991244 0.0259 -49.66065794946 0.0269 1635721458409799680 5406944057053065344 1070164193 2015.5 1.2827 0.0315 40.6811 -19.836 0.053 10.462 0.051 -0.2077 -0.2277 -0.3648 0.2759 0.1457 0.3324 -0.2802 0.1837 0.0186 -0.0213 222 222 222 0 -0.6279 203.54 0.000 0 31 0 258.8437 1.5705 0.0074 -0.022 25 14 0.039254 0 36 1 297 1.812e+05 41.04 4414.070 12.5431 0.0002 35 9.117e+04 92.27 988.032 12.9518 0.0011 33 1.299e+05 86.49 1501.678 11.9780 0.0007 1.220 1 0.9737 0.4086 0.5651 37.02 4.05 5 6000.0 3.5 0.0 NOT_AVAILABLE 276.90965107974 4.42226017323 180.95479666406 -55.76258730622 100002 5390.00 5334.00 5768.46 "" "" "" "" "" "" 200111 2.43 2.12 2.48 4.501 4.327 4.676 150.34811184800 0.8144 -49.66070299350 0.7850
10 748.797 1137.8 13.24 0.007 1.47 0.009 1.222 0.014 0.805 0.011 1.491 0.008 150.50482101885294 -49.58506974514575 0.6538 0.024302 0.021610 0.011117 62.8 "Gaia DR2 5406940071323471104" 150.50477149989 0.0293 -49.58489098635 0.0251 1635721458409799680 5406940071323471104 1032766664 2015.5 0.2660 0.0319 8.3264 -6.348 0.057 3.706 0.049 -0.1948 -0.3387 -0.5362 0.2380 0.1368 0.2912 -0.1827 0.1957 -0.1083 -0.0385 223 205 220 3 4.9446 333.80 0.000 0 31 1 212.8288 1.4370 0.0071 -0.035 25 14 0.043624 0 40 0 317 1.503e+05 41.13 3654.817 12.7458 0.0003 38 5.17e+04 64.79 798.017 13.5677 0.0014 37 1.438e+05 101.1 1421.866 11.8679 0.0008 1.300 0 1.6997 0.8219 0.8779 23.68 0.44 4 5000.0 3.0 0.0 NOT_AVAILABLE 276.94520085517 4.54392152454 181.01453097592 -55.64042135350 100001 4130.70 3970.44 4393.05 0.6960 0.3706 1.1500 0.3113 0.1749 0.6173 200111 22.19 19.62 24.02 129.159 104.214 154.104 150.50481365600 0.8807 -49.58490694060 0.7555
