#
# [ASteCA v0.2.7-dev]
#
# Created:  [2019-10-03 16:38:51]
# Modified: [2019-10-03 17:46:53]
#
# NAME: Cluster's name.
# c_x: Cluster's x center coordinate.
# c_y: Cluster's y center coordinate.
# r_cl: Cluster's radius.
# e_rcl: Cluster's radius error.
# r_c: Core radius (3-P King profile).
# e_rc: Core radius error.
# r_t: Tidal radius (3-P King profile).
# e_rt: Tidal radius error.
# kcp: King's profile concentration parameter.
#
# CI: 'Contamination index' is a  measure of the contamination of field
#      stars in the cluster region. The closer to 1, the more contaminated 
#      the cluster region is.
# n_memb_k: Approximate number of cluster's members obtained integrating the
#         fitted 3-P King profile (if it converged).
# n_memb: Approximate number of cluster's members assuming a uniform
#       background.
# n_memb_da: Approximate number of cluster's members obtained via the DA
#          algorithm.
# memb_par: Members parameter comparing the approximate structural number of
#           members ('n_memb') with the approximate photometric number of
#           members ('n_memb_da').
# a_f: Fraction of cluster's area that is present in frame.
#
# Parameters values are in the sense: mean, MAP/ML, median, mode.
# Parameters uncertainties are: 16th, 84th percentiles, and STDDEV.
# z: Metallicity value.
# a: log(age).
# E: extinction E(B-V).
# d: Distance modulus.
# M: Total initial mass.
# b: Binary fraction.
# Nt: Number of samples used to estimate the parameters values.
#
# f1 The background value is smaller than a third of the maximum radial
#    density value.
# f2 Not enough points found stabilized around the background value -->
#    clust_rad was set to the middle value in the density profile.
# f3 The delta range around the background used to attain the stable
#    condition to determine the radius is greater than 10%%. This indicates
#    a possible variable background.
# f4 The process to fit a 3-P King profile to the density points did not
#    converge or did so to a tidal radius beyond the ranges of the frame.
# f5 The number of approximate structural cluster members ('n_memb') is <10.
# f6 The number of approximate structural and photometric cluster members
#    differ greatly --> abs(n_memb_par) > 0.33.
#
# FC (flags count): Sum of all the flags values. The bigger this value the
#    more likely it is that there's a problem with the frame, ie: no
#    cluster, more than one cluster present in the frame, variable or too
#    crowded field, etc.
#
#NAME                   c_x        c_y       r_cl      e_rcl        r_c       e_rc        r_t       e_rt      kcp      CI   n_memb_k     n_memb  n_memb_da  memb_par     a_f     z_mean      z_MAP   z_median     z_mode       16th       84th        std    R^2     a_mean      a_MAP   a_median     a_mode       16th       84th        std    R^2     E_mean      E_MAP   E_median     E_mode       16th       84th        std    R^2     d_mean      d_MAP   d_median     d_mode       16th       84th        std    R^2     M_mean      M_MAP   M_median     M_mode       16th       84th        std    R^2     b_mean      b_MAP   b_median     b_mode       16th       84th        std    R^2         Nt      f1 f2 f3 f4 f5 f6  FC
rup87_match            1020       1420        300          0        nan        nan        nan        nan      nan    0.84        nan         15         16     -0.03    1.00        nan      0.015        nan        nan        nan        nan        nan    nan        nan      9.427        nan        nan        nan        nan        nan    nan        nan      0.213        nan        nan        nan        nan        nan    nan        nan     13.673        nan        nan        nan        nan        nan    nan        nan     586.95        nan        nan        nan        nan        nan    nan        nan        0.3        nan        nan        nan        nan        nan    nan   5.53E+03       1  0  0  1  0  0   2
bh92_match              931       1284        380          0        nan        nan        nan        nan      nan    0.46        nan         41         56     -0.15    1.00        nan      0.015        nan        nan        nan        nan        nan    nan        nan      8.237        nan        nan        nan        nan        nan    nan        nan      0.582        nan        nan        nan        nan        nan    nan        nan     11.678        nan        nan        nan        nan        nan    nan        nan     306.92        nan        nan        nan        nan        nan    nan        nan        0.3        nan        nan        nan        nan        nan    nan   6.58E+03       0  0  0  1  0  0   1
ngc4230_match           970        970        400          0        nan        nan        nan        nan      nan    0.91        nan         19         20     -0.03    1.00        nan      0.015        nan        nan        nan        nan        nan    nan        nan      9.688        nan        nan        nan        nan        nan    nan        nan      0.173        nan        nan        nan        nan        nan    nan        nan     12.136        nan        nan        nan        nan        nan    nan        nan     654.89        nan        nan        nan        nan        nan    nan        nan        0.3        nan        nan        nan        nan        nan    nan   7.36E+03       1  0  0  1  0  0   2
bh85_match             1048       1425        450          0        nan        nan        nan        nan      nan    0.62        nan          4          4      0.00    1.00        nan      0.015        nan        nan        nan        nan        nan    nan        nan      9.459        nan        nan        nan        nan        nan    nan        nan      0.263        nan        nan        nan        nan        nan    nan        nan     13.063        nan        nan        nan        nan        nan    nan        nan     647.53        nan        nan        nan        nan        nan    nan        nan        0.3        nan        nan        nan        nan        nan    nan   7.62E+03       0  0  0  1  1  0   2
bh73_match             2085       2056        305          0        nan        nan        nan        nan      nan    0.59        nan         16         46     -0.48    1.00        nan      0.015        nan        nan        nan        nan        nan    nan        nan      8.027        nan        nan        nan        nan        nan    nan        nan       1.28        nan        nan        nan        nan        nan    nan        nan     15.338        nan        nan        nan        nan        nan    nan        nan     9014.6        nan        nan        nan        nan        nan    nan        nan        0.3        nan        nan        nan        nan        nan    nan   8.45E+03       0  0  0  1  0  1   2
trumpler13_match       1170       1280        500          0        nan        nan        nan        nan      nan    0.88        nan         97        111     -0.07    1.00        nan      0.015        nan        nan        nan        nan        nan    nan        nan      7.964        nan        nan        nan        nan        nan    nan        nan      0.509        nan        nan        nan        nan        nan    nan        nan     13.432        nan        nan        nan        nan        nan    nan        nan     2738.7        nan        nan        nan        nan        nan    nan        nan        0.3        nan        nan        nan        nan        nan    nan   8.31E+03       0  0  0  1  0  0   1
loden565_match         1400       1140        400          0        nan        nan        nan        nan      nan    0.80        nan         24         29     -0.09    1.00        nan      0.015        nan        nan        nan        nan        nan    nan        nan      7.994        nan        nan        nan        nan        nan    nan        nan       1.06        nan        nan        nan        nan        nan    nan        nan     14.463        nan        nan        nan        nan        nan    nan        nan     2450.2        nan        nan        nan        nan        nan    nan        nan        0.3        nan        nan        nan        nan        nan    nan   9.36E+03       1  0  0  1  0  0   2
rup88_match            1250       1050        300          0        nan        nan        nan        nan      nan    0.79        nan         13         12      0.04    1.00        nan      0.015        nan        nan        nan        nan        nan    nan        nan       8.24        nan        nan        nan        nan        nan    nan        nan      0.714        nan        nan        nan        nan        nan    nan        nan     14.002        nan        nan        nan        nan        nan    nan        nan     505.38        nan        nan        nan        nan        nan    nan        nan        0.3        nan        nan        nan        nan        nan    nan   1.05E+04       1  0  0  1  0  0   2
rup162_match           1300       1500        600          0        nan        nan        nan        nan      nan    0.75        nan         79        124     -0.22    0.97        nan      0.015        nan        nan        nan        nan        nan    nan        nan      8.209        nan        nan        nan        nan        nan    nan        nan      0.411        nan        nan        nan        nan        nan    nan        nan     12.692        nan        nan        nan        nan        nan    nan        nan     656.74        nan        nan        nan        nan        nan    nan        nan        0.3        nan        nan        nan        nan        nan    nan   1.10E+04       1  0  0  1  0  0   2
ngc4349_match          1915       2213        600          0        nan        nan        nan        nan      nan    0.82        nan        263        142      0.30    1.00        nan      0.015        nan        nan        nan        nan        nan    nan        nan      8.649        nan        nan        nan        nan        nan    nan        nan      0.373        nan        nan        nan        nan        nan    nan        nan     11.557        nan        nan        nan        nan        nan    nan        nan     1671.1        nan        nan        nan        nan        nan    nan        nan        0.3        nan        nan        nan        nan        nan    nan   1.10E+04       1  0  0  1  0  0   2
